"docid"	"earliestdate"	"actualdate"	"tags"	"author"	"title"	"gender"	"nationality"	"authsvols"	"lastname"
"njp.32101066458074"	1923	1923	"vulgar"	"Coppard, A. E. (Alfred Edgar)"	"The black dog, | and other stories / | $c: by A.E. Coppard."	"m"	"uk"	33	"Coppard"
"mdp.39015059414741"	1923	1923	"vulgar"	"McKenna, Stephen"	"Vindication; | a novel, | $c: by Stephen McKenna."	"m"	"uk"	46	"McKenna"
"uc1.$b244118"	1924	1924	"elite"	"Mottram, R. H"	"The Spanish Farm"	"m"	"uk"	31	"Mottram"
"uc1.b4097394"	1924	1924	"elite"	"Ferber, Edna"	"So big."	"f"	"us"	64	"Ferber"
"uc1.b4097697"	1924	1924	"elite"	"Ford, Ford Madox"	"Some Do Not"	"m"	"uk"	66	"Ford"
"pst.000009981584"	1924	1924	"vulgar"	"Mundy, Talbot"	"Om : | the secret of Abhor valley / | $c: by Talbot Mundy."	"m"	"us"	18	"Mundy"
"mdp.39015022200417"	1924	1925	"elite"	"Macaulay, Rose"	"Orphan Island"	"f"	"uk"	22	"Macaulay"
"mdp.39015063545472"	1924	1924	"vulgar"	"Cross, Ruth"	"The golden cocoon; | a novel, | $c: by Ruth Cross."	"f"	"us"	2	"Cross"
"uc1.$b87340"	1924	1924	"elite"	"Galsworthy, John"	"The White Monkey"	"m"	"uk"	226	"Galsworthy"
"uc1.$b244144"	1924	1924	"elite"	"Murry, John Middleton"	"The Voyage"	"m"	"uk"	4	"Murry"
"uc1.$b802367"	1924	1924	"vulgar"	"Webster, Henry Kitchell"	"The innocents : | a novel / | $c: by Henry Kitchell Webster."	"m"	"us"	32	"Webster"
"uc1.b3445270"	1924	1952	"elite"	"Forster, E.M"	"A Passage to India"	"m"	"uk"	16	"Forster"
"mdp.39015063918257"	1924	1924	"vulgar"	"Fletcher, J. S. (Joseph Smith)"	"The mill of many windows, | $c: by J. S. Fletcher."	"m"	"uk"	45	"Fletcher"
"pst.000000823524"	1925	1925	"elite"	"Glasgow, Ellen Anderson Gholson"	"Barren Ground"	"f"	"us"	102	"Glasgow"
"inu.39000003684086"	1925	1925	"elite"	"Lewis, Sinclair"	"Arrowsmith"	"m"	"us"	94	"Lewis"
"mdp.39015063551512"	1925	1925	"vulgar"	"Gray, Charles Wright"	"Dawgs! | an anthology of stories about them, | $c: edited by Charles Wright Gray."	"m"	"us"	2	"Gray"
"mdp.39015063918554"	1925	1925	"vulgar"	"Eiker, Mathilde"	"Mrs. Mason's daughters, | $c: by Mathilde Eiker."	"f"	"us"	4	"Eiker"
"uc1.$b243659"	1925	1925	"elite"	"Morley, Christopher"	"Thunder on the Left"	"m"	"us"	43	"Morley"
"mdp.39015030719382"	1925	1925	"elite"	"Wharton, Edith"	"The Mother's Recompense"	"f"	"us"	121	"Wharton"
"mdp.39015047634475"	1925	1925	"vulgar"	"Jepson, Selwyn"	"Rogues and diamonds, | $c: by Selwyn Jepson."	"m"	"uk"	3	"Jepson"
"mdp.39015046366533"	1925	1925	"elite"	"Heyward, DuBose"	"Porgy"	"m"	"us"	15	"Heyward"
"osu.32435009565813"	1925	1925	"vulgar"	"Barretto, Larry"	"To Babylon / | $c: by Larry Barretto."	"m"	"us"	4	"Barretto"
"uc1.$b56977"	1925	1925	"elite"	"Lubbock, Percy"	"The Region Cloud"	"m"	"uk"	8	"Lubbock"
"mdp.39015059414253"	1925	1925	"vulgar"	"Steele, Wilbur Daniel"	"Taboo / | $c: by Wilbur Daniel Steele."	"m"	"us"	20	"Steele"
"osu.32435074668336"	1925	1925	"vulgar"	"Fox, Richard A"	"The people on other planets / | $c: by Richard A. Fox."	"m"		1	"Fox"
"uc1.b3710699"	1925	1925	"vulgar"	"Komroff, Manuel"	"The grace of lambs; | $c: stories by Manuel Komroff ..."	"m"	"us"	19	"Komroff"
"umn.31951d001342781"	1925	1926	"elite"	"Dreiser, Theodore"	"An American Tragedy"	"m"	"us"	61	"Dreiser"
"umn.31951002120639r"	1926	1931	"vulgar"	"Tracy, Louis"	"His unknown wife : | The turning point ; The wheel o' fortune."	"m"	"uk"	53	"Tracy"
"mdp.39015028550013"	1926	1926	"vulgar"	" Wodehouse, P. G"	"Sam the sudden, | $c: by P.G. Wodehouse ..."	"m"	"uk"	15	"Wodehouse"
"uc1.$b85973"	1926	1926	"elite"	"Beresford, J. D"	"Almost Pagan"	"m"	"uk"	58	"Beresford"
"mdp.39015031325999"	1926	1926	"vulgar"	"Hurst, Fannie"	"Appassionata, | $c: by Fannie Hurst."	"f"	"us"	23	"Hurst"
"mdp.39015002718313"	1926	1926	"elite"	"Roberts, Elizabeth Madox"	"The Time of Man"	"f"	"us"	23	"Roberts"
"uc1.b3325193"	1926	1926	"vulgar"	"Lynde, Francis"	"The tenderfoots, | $c: by Francis Lynde."	"m"	"us"	40	"Lynde"
"mdp.39015049799243"	1926	1926	"vulgar"	"Evans, Marguerite Florence Jervis Barclay"	"The ginger-jar / | $c: by Oliver Sandys [pseud.]."	"f"	"uk"	4	"Evans"
"uc1.32106002017793"	1926	1926	"elite"	"Thompson, Sylvia"	"The Hounds of Spring"	"f"	"uk"	8	"Thompson"
"mdp.39015063550894"	1926	1926	"vulgar"	"Grey, Zane"	"Under the Tonto Rim, | $c: by Zane Grey."	"m"	"us"	114	"Grey"
"mdp.39015002753344"	1926	1927	"elite"	"West, Edward Sackville"	"The Ruin"	"m"	"uk"	6	"West"
"mdp.39015055052222"	1926	1926	"elite"	"Glenn, Isa"	"Heat"	"f"	"us"	1	"Glenn"
"uc1.$b56281"	1926	1926	"elite"	"H. D"	"Palimpsest"	"f"	"us"	3	"anonymous_H"
"mdp.39015032013263"	1926	1926	"vulgar"	"Hormel, Olive Deane"	"Co-ed, | $c: by Olive Deane Hormel."	"f"	"us"	1	"Hormel"
"uc1.$b300995"	1926	1926	"elite"	"Jameson, Storm"	"Three Kingdoms"	"f"	"uk"	37	"Jameson"
"uc1.b3136560"	1926	1926	"vulgar"	"Benson, E. F"	"Mezzanine / | $c: by E. F. Benson."	"m"	"uk"	157	"Benson"
"uc1.32106002155551"	1927	1927	"elite"	"Wilder, Thornton"	"The bridge of San Luis Rey"	"m"	"us"	14	"Wilder"
"uc1.$b312650"	1927	1928	"vulgar"	"Thompson, Edward John"	"These men, thy friends, | $c: by Edward Thompson."	"m"	"uk"	9	"Thompson"
"uc1.$b243988"	1927	1928	"elite"	"Powys, T. F"	"Mr. Weston's Good Wine"	"m"	"uk"	32	"Powys"
"uc1.$b56714"	1927	1927	"elite"	"Gorman, Herbert"	"The Place Called Dagon"	"m"	"us"	11	"Gorman"
"mdp.39015013518025"	1927	1927	"elite"	"Dreiser, Theodore"	"Chains, Lesser Novels and Stories"	"m"	"us"	61	"Dreiser"
"uc1.$b56296"	1927	1927	"vulgar"	"Arlen, Michael"	"Young men in love, | $c: by Michael Arlen."	"m"	"uk"	30	"Arlen"
"miun.acb4809,0001,001"	1927	1928	"vulgar"	"Deeping, Warwick"	"Kitty, / | $c: by Warwick Deeping."	"m"	"uk"	58	"Deeping"
"uc1.$b245139"	1927	1927	"elite"	"Wharton, Edith"	"Twilight Sleep"	"f"	"us"	121	"Wharton"
"mdp.39015030751815"	1927	1927	"vulgar"	"Loeb, Harold"	"The professors like vodka | $c: [by] Harold Loeb."	"m"	"us"	2	"Loeb"
"mdp.39015071596954"	1927	1927	"vulgar"	"Detzer, Karl"	"The marked man : | a romance of the Great Lakes / | $c: by Karl W. Detzer ..."	"m"	"us"	6	"Detzer"
"mdp.39015002710773"	1927	1927	"elite"	"Priestley, J.B"	"Benighted"	"m"	"uk"	40	"Priestley"
"uc1.$b322811"	1927	1927	"elite"	"Boyd, James"	"Marching On"	"m"	"us"	14	"Boyd"
"pst.000008245977"	1927	1927	"vulgar"	"Morrow, Honoré"	"Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow."	"f"	"us"	8	"Morrow"
"mdp.39015010208307"	1927	1928	"vulgar"	"Norris, Kathleen Thompson"	"The foolish virgin"	"f"	"us"	0	"Norris"
"uc1.$b323595"	1927	1927	"vulgar"	"Collins, Dale"	"The sentimentalists / | $c: by Dale Collins."	"m"	"au"	12	"Collins"
"osu.32435066780313"	1928	1928	"vulgar"	"Brand, Max"	"Border guns / | $c: Max Brand."	"m"	"us"	17	"Brand"
"mdp.39015066054266"	1928	1928	"elite"	"Forster, E.M"	"The Eternal Moment"	"m"	"uk"	16	"Forster"
"mdp.39015048708674"	1928	1928	"vulgar"	"[Champneys, Adelaide]"	"November night."	"f"	"uk"	2	"Champneys"
"mdp.39015005667202"	1928	1928	"vulgar"	"Bacheller, Irving"	"The House of three ganders, | $c: by Irving Bacheller."	"m"	"us"	70	"Bacheller"
"mdp.39015073390984"	1928	1928	"elite"	"Sinclair, Upton"	"Boston"	"m"	"us"	85	"Sinclair"
"uc1.b4094353"	1928	1928	"vulgar"	"Forester, C. S. (Cecil Scott)"	"The daughter of the Hawk / | $c: by C.S. Forester."	"m"	"uk"	21	"Forester"
"mdp.39015063949526"	1928	1928	"elite"	"Elinor Mordaunt"	"Too Much Java"	"f"	"uk"	0	"Elinor"
"uc1.$b103197"	1928	1928	"elite"	"Montague, C. E"	"Action"	"m"	"uk"	9	"Montague"
"mdp.39015031442497"	1928	1928	"vulgar"	"Freeman, R. Austin (Richard Austin)"	"As a thief in the night | $c: [by] R. Austin Freeman."	"m"	"uk"	17	"Freeman"
"mdp.39015031241626"	1928	1928	"elite"	"Macaulay, Rose"	"Daisy and Daphne"	"f"	"uk"	22	"Macaulay"
"inu.32000000970782"	1928	1928	"elite"	"Woolf, Virginia"	"Orlando"	"f"	"uk"	31	"Woolf"
"mdp.39015063547288"	1928	1933	"elite"	"Freeman Wills Crofts"	"The Sea Mystery, an Inspector French Case"	"m"	"uk"	16	"Freeman"
"uc1.b3688082"	1928	1928	"vulgar"	"Cohen, Octavus Roy"	"The light shines through, | $c: by Octavus Roy Cohen."	"m"	"us"	27	"Cohen"
"mdp.39015016894654"	1928	1928	"elite"	"O'Flaherty, Liam"	"The Assassin"	"m"	"uk"	39	"O'Flaherty"
"mdp.39015031309209"	1928	1928	"elite"	"Stern, G. B"	"Debonair"	"f"	"uk"	27	"Stern"
"mdp.39015030356045"	1928	1928	"elite"	"Green, Julian"	"The Closed Garden"	"m"	"us"	17	"Green"
"uc1.$b302196"	1928	1928	"vulgar"	"Parry, Edward Abbott, Sir"	"Berrington; | or, Two hundred years ago, | $c: by His Honour Sir Edward Abbott Parry."	"m"	"uk"	1	"Parry"
"mdp.39015000631930"	1928	1950	"elite"	"Lawrence, D. H"	"The Woman Who Rode Away"	"m"	"uk"	88	"Lawrence"
"uc1.$b301881"	1928	1928	"vulgar"	"Milton, Ernest"	"To kiss the crocodile, | a story."	"m"	"us"	1	"Milton"
"mdp.39015014510963"	1928	1928	"vulgar"	"Hoffman, William Dawson"	"The Saddle Wolf, | $c: by W. D. Hoffman."	"m"	"us"	1	"Hoffman"
"mdp.39015002742305"	1929	1929	"elite"	"Rodker, John"	"Adolphe 1920"	"m"	"uk"	3	"Rodker"
"mdp.39015017687289"	1929	1929	"vulgar"	"Hughes, Richard Arthur Warren"	"A high wind in Jamaica | $c: [by] Richard Hughes."	"m"	"uk"	8	"Hughes"
"miun.aat2524,0001,001"	1929	1929	"elite"	"Larsen, Nella"	"Passing"	"m"	"us"	1	"Larsen"
"umn.319510020706483"	1929	1929	"vulgar"	"Eyton, John Seymour"	"Kullu and the elephant / | $c: with decorations by W.R. Lohse."	"m"	"uk"	4	"Eyton"
"uc1.$b797656"	1929	1929	"vulgar"	"Rinehart, Mary Roberts"	"The romantics, | $c: by Mary Roberts Rinehart."	"f"	"us"	96	"Rinehart"
"mdp.39015008386784"	1929	1929	"elite"	"O'Flaherty, Liam"	"The House of Gold"	"m"	"uk"	39	"O'Flaherty"
"mdp.39015048550019"	1930	1930	"elite"	"Parker, Dorothy"	"Laments for the Living"	"f"	"us"	12	"Parker"
"mdp.39015031305538"	1930	1930	"elite"	"Stone, Grace Zaring"	"The Bitter Tea of General Yen"	"f"	"us"	7	"Stone"
"mdp.39015000539521"	1930	1932	"vulgar"	"Oursler, Fulton"	"About the murder of Geraldine Foster, | $c: by Anthony Abbot [pseud.] ..."	"m"	"us"	7	"Oursler"
"mdp.39015005735421"	1930	1935	"elite"	"Maugham, W. Somerset"	"Cakes and Ale"	"m"	"uk"	108	"Maugham"
"mdp.39015063977600"	1930	1930	"vulgar"	"Pedler, Margaret (Bass) Mrs"	"Fire of youth, | $c: by Margaret Pedler."	"f"	"uk"	5	"Pedler"
"mdp.39015005273563"	1930	1932	"elite"	"Lewis, Wyndham"	"The Apes of God"	"m"	"uk"	16	"Lewis"
"mdp.39015065447487"	1930	1930	"vulgar"	"Martin, Stuart"	"The trial of Scotland yard, | $c: by Stuart Martin."	"m"	"us"	2	"Martin"
"uc1.$b312400"	1930	1930	"elite"	"Ritchie, Alice"	"Occupied Territory"	"f"	"uk"	2	"Ritchie"
"uc1.$b245247"	1930	1930	"vulgar"	"(Henry Major), Tomlinson, H. M"	"All our yesterdays /"	"m"	"uk"	15	"Henry"
"uc1.$b56298"	1930	1930	"elite"	"Ashton, Helen"	"Doctor Serocold"	"f"	"uk"	14	"Ashton"
"mdp.39015003538918"	1930	1930	"vulgar"	"Krasnov, P. N. (Petr Nikolaevich)"	"Kostia the Cossack, | an historical novel"	"m"	"ru"	11	"Krasnov"
"mdp.39015056732632"	1931	1931	"elite"	"Buck, Pearl S"	"The Good Earth"	"f"	"us"	48	"Buck"
"mdp.39015024021324"	1931	1931	"elite"	"Lewis,Grace Hegger"	"Half a Loaf"	"f"	"us"	2	"Lewis,Grace"
"uc1.$b56950"	1931	1931	"vulgar"	"Lewisohn, Ludwig"	"The golden vase / | $c: by Ludwig Lewisohn."	"m"	"us"	31	"Lewisohn"
"mdp.39015031297933"	1931	1931	"elite"	"Milne, A.A"	"Two People"	"m"	"uk"	13	"Milne"
"uc1.$b299826"	1931	1931	"vulgar"	"Clarke, Donald Henderson"	"Young and healthy / | $c: by Donald Henderson Clarke."	"m"	"us"	7	"Clarke"
"uc1.$b322712"	1931	1931	"elite"	"Benson, Stella"	"Tobit Transplanted"	"f"	"uk"	26	"Benson"
"mdp.39015066053144"	1931	1931	"vulgar"	"Baron, Dunsany, Edward John Moreton Drax Plunkett"	"The travel tales of Mr. Joseph Jorkens,"	"m"	"ir"	24	"Baron"
"mdp.39015012067206"	1931	1935	"vulgar"	"Hilton, James"	"Murder at school, | a detective fantasia, | $c: by James Hilton."	"m"	"uk"	25	"Hilton"
"mdp.39015031233839"	1932	1932	"vulgar"	"Fisher, Vardis"	"In tragic life, | $c: by Vardis Fisher."	"m"	"us"	35	"Fisher"
"umn.31951002069235p"	1932	1932	"vulgar"	"Morse, Eleanor"	"The middle child."	"f"	"us"	1	"Morse"
"mdp.39015006218385"	1932	1932	"elite"	"Nordhoff, Charles and Hall, James Norman"	"Mutiny on the Bounty"	"m"	"us"	23	"Nordhoff"
"wu.89101287878"	1932	1934	"elite"	"Romains, Jules"	"Men of Good Will"	"m"	"fr"	61	"Romains"
"mdp.39015030855608"	1932	1932	"vulgar"	"Bates, H. E. (Herbert Ernest)"	"Sally go round the moon."	"m"	"uk"	42	"Bates"
"wu.89079758900"	1932	1934	"elite"	"Romains, Jules"	"Men of Good Will"	"m"	"fr"	61	"Romains"
"uc1.$b322871"	1932	1932	"elite"	"Brody, Catharine"	"Nobody Starves"	"f"	"us"	2	"Brody"
"pst.000027847633"	1932	1932	"elite"	"Huxley, Aldous"	"Brave New World"	"m"	"uk"	78	"Huxley"
"mdp.39015047762482"	1933	1933	"elite"	"Edmonds, Walter D"	"Erie Water"	"m"	"us"	13	"Edmonds"
"mdp.39015039590446"	1933	1933	"vulgar"	"Mitchell, James Leslie"	"Cloud howe."	"m"	"uk"	3	"Mitchell"
"mdp.39015066650469"	1933	1933	"elite"	"Cozzens, James Gould"	"The Last Adam"	"m"	"us"	38	"Cozzens"
"mdp.39015063740214"	1933	1933	"vulgar"	"Aldrich, Bess Streeter"	"Miss Bishop | $c: [by] Bess Streeter Aldrich."	"f"	"us"	17	"Aldrich"
"mdp.39015059413370"	1933	1933	"vulgar"	"Hull, Helen R. (Helen Rose)"	"Hardy perennial | $c: [by] Helen Hull."	"f"	"us"	9	"Hull"
"pst.000004784975"	1933	1942	"vulgar"	"Faust, Frederick Schiller"	"Silvertip / | $c: by Max Brand."	"m"	"us"	1	"Faust"
"mdp.39015021285849"	1933	1933	"elite"	"Shanks, Edward"	"Queer Street"	"m"	"uk"	7	"Shanks"
"mdp.39015000599186"	1933	1933	"elite"	"Rawlings, Marjorie Kinnan"	"South Moon Under"	"f"	"us"	8	"Rawlings"
"uc1.$b300263"	1933	1933	"vulgar"	"Foote, John Taintor"	"Fatal gesture, | $c: by John Taintor Foote."	"m"	"us"	15	"Foote"
"uc1.$b243918"	1933	1934	"elite"	"Norris, Charles"	"Zest"	"m"	"us"	21	"Norris"
"uc1.b3834767"	1933	1933	"vulgar"	"Baron, Dunsany, Edward John Moreton Drax Plunkett"	"The curse of the wise woman / | $c: by Lord Dunsany."	"m"	"ir"	24	"Baron"
"mdp.39015030071941"	1933	1934	"vulgar"	"Christiansen, Sigurd Wesley"	"Chaff before the wind, | $c: by Sigurd Christiansen; translated from the Norwegian by Isaac Anderson."	"m"	"no"	3	"Christiansen"
"osu.32435058019928"	1934	1934	"vulgar"	"Mowery, William Byron"	"Challenge of the north / | $c: William Byron Mowery."	"m"	"us"	2	"Mowery"
"pst.000005602179"	1934	1934	"vulgar"	"Cohen, Octavus Roy"	"Scrambled eggs / | $c: by Octavus Roy Cohen."	"m"	"us"	27	"Cohen"
"uc1.$b105643"	1934	1935	"vulgar"	"Spring, Howard"	"Shabby tiger, | a novel,"	"m"	"uk"	12	"Spring"
"mdp.39015001782393"	1934	1934	"vulgar"	"Herbst, Josephine"	"The executioner waits, | $c: by Josephine Herbst."	"f"	"us"	11	"Herbst"
"mdp.39015011017392"	1934	1934	"elite"	"Halper, Albert"	"The Foundry"	"m"	"us"	15	"Halper"
"uc1.$b144788"	1934	1934	"vulgar"	"Gálvez, Manuel"	"Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells."	"m"	"argentine"	1	"Gálvez"
"mdp.49015001000182"	1934	1976	"elite"	"Rhys, Jean"	"Voyage in the Dark"	"f"	"uk"	1	"Rhys"
"uc1.$b243329"	1934	1934	"elite"	"Johnson, Josephine"	"Now in November"	"f"	"us"	7	"Johnson"
"mdp.39015063916590"	1934	1934	"vulgar"	"Ford, Leslie"	"Mr. Pinkerton goes to Scotland Yard, | $c: by David Frome [pseud.] illustrated by Edward Calman."	"f"	"us"	16	"Ford"
"mdp.39015002176801"	1934	1934	"elite"	"Hammett, Dashiell"	"The Thin Man"	"m"	"us"	5	"Hammett"
"mdp.39015047540441"	1934	1934	"elite"	"Hurston, Zora Neale"	"Jonah's Gourd Vine"	"f"	"us"	5	"Hurston"
"pst.000029697519"	1934	1934	"vulgar"	"Roberts, Kenneth Lewis"	"Captain Caution : | a chronicle of Arundel / | $c: [by] Kenneth Roberts."	"m"	"us"	25	"Roberts"
"mdp.39015013399715"	1935	1935	"elite"	"Davis, H. L"	"Honey in the Horn"	"m"	"us"	9	"Davis"
"uc1.$b87364"	1935	1935	"vulgar"	"Chilton, Eleanor Carroll"	"Follow the furies."	"f"	"us"	1	"Chilton"
"uc1.b3688035"	1935	1935	"elite"	"Chase, Mary Ellen"	"Silas Crockett"	"f"	"us"	24	"Chase"
"osu.32435067907261"	1935	1935	"vulgar"	"Rollins, Kathleen"	"Enchanted interlude / | $c: by Kathleen Rollins."	"f"	"us"	3	"Rollins"
"uc1.32106002251830"	1935	1946	"elite"	"Laxness, Halldor"	"Independent People"	"m"	"is"	2	"Laxness"
"uc1.32106002157474"	1935	1935	"elite"	"Wolfe, Thomas"	"Of Time and The River"	"m"	"us"	31	"Wolfe"
"uc1.$b299883"	1935	1935	"vulgar"	"Corle, Edwin"	"Fig tree John / | $c: by Edwin Corle."	"m"	"us"	8	"Corle"
"mdp.49015000988411"	1935	1935	"vulgar"	"Howard, Robert E"	"Conan the conqueror"	"m"	"us"	0	"Howard"
"mdp.39015002758004"	1935	1936	"elite"	"Santayana, George"	"The Last Puritan: A Memoir in the Form of a Novel"	"m"	"us"	5	"Santayana"
"mdp.39015071597630"	1936	1936	"vulgar"	"(Lloyd Cassel), Douglas, Lloyd C"	"White banners | $c: [by] Lloyd C. Douglas."	"m"	"us"	16	"Lloyd"
"uc1.b3151817"	1936	1936	"elite"	"Anand, Mulk Raj"	"The Coolie"	"m"	"in"	10	"Anand"
"uc1.b4084618"	1936	1936	"vulgar"	"Fallada, Hans"	"An old heart goes a journeying | $c: [by] Hans Fallada [pseud.] illustrated by Georg Salter."	"m"	"ger"	12	"Fallada"
"uc1.$b105882"	1936	1936	"elite"	"West, Rebecca"	"The Thinking Reed"	"f"	"uk"	14	"West"
"mdp.39015056245924"	1936	1937	"elite"	"Barnes, Djuna"	"Nightwood"	"f"	"us"	4	"Barnes"
"uc1.$b298793"	1936	1936	"elite"	"Golding, Louis"	"The Pursuer"	"m"	"uk"	13	"Golding"
"mdp.39015013303451"	1936	1936	"elite"	"O'Connor, Frank"	"Bones of Contention"	"m"	"uk"	9	"O'Connor"
"uc1.$b102989"	1936	1936	"vulgar"	"Holtby, Winifred"	"South Riding; | a novel | $c: by Winifred Holtby."	"f"	"uk"	11	"Holtby"
"mdp.39015053606771"	1936	1936	"vulgar"	"Morgan, Charles"	"Sparkenbroke."	"m"	"uk"	20	"Morgan"
"mdp.39015036845256"	1936	1936	"vulgar"	"Train, Arthur Cheney"	"Mr. Tutt's case book"	"m"	"us"	26	"Train"
"uc1.$b87152"	1936	1937	"vulgar"	"Collins, Norman"	"Trinity town, | $c: by Norman Collins."	"m"	"uk"	10	"Collins"
"mdp.39015005776847"	1936	1936	"elite"	"Mitchell, Margaret"	"Gone with the wind"	"f"	"us"	3	"Mitchell"
"mdp.39015030728144"	1937	1937	"vulgar"	"Carroll, Gladys Hasty"	"Neighbor to the sky, | $c: by Gladys Hasty Carroll."	"f"	"us"	7	"Carroll"
"uc1.b4082837"	1937	1937	"elite"	"Williams, William Carlos"	"White Mule"	"m"	"us"	3	"Williams"
"mdp.39015005406429"	1937	1937	"vulgar"	"Heyer, Georgette"	"The unfinished clue"	"f"	"uk"	2	"Heyer"
"uc1.$b86170"	1937	1937	"elite"	"Brinig, Myron"	"The Sisters"	"m"	"us"	14	"Brinig"
"inu.32000004070688"	1937	1937	"elite"	"Sitwell, Edith"	"I Live Under a Black Sun"	"f"	"uk"	2	"Sitwell"
"uc1.b3834727"	1937	1937	"vulgar"	"Eldershaw, M. Barnard"	"Plaque with laurel."	"f"	"au"	3	"Eldershaw"
"uc1.$b794739"	1937	1937	"vulgar"	"Frankau, Gilbert"	"The dangerous years; | a trilogy, | $c: Gilbert Frankau."	"m"	"uk"	26	"Frankau"
"mdp.39015002716648"	1937	1937	"elite"	"Rice, Elmer"	"Imperial City"	"m"	"us"	7	"Rice"
"uc1.$b70998"	1937	1937	"vulgar"	"Salminen, Sally"	"Katrina / | $c: by Sally Salminen ; translated from the Swedish by Naomi Walford."	"f"	"fi"	3	"Salminen"
"mdp.39015063617248"	1937	1937	"vulgar"	"[Kagey, Rudolf]"	"Murder in G-sharp, | $c: by Kurt Steel [pseud.]"	"m"	"us"	1	"Kagey"
"mdp.39015002235375"	1937	1937	"elite"	"Hemingway, Ernest"	"To Have and Have Not"	"m"	"us"	30	"Hemingway"
"uc1.32106001973962"	1938	1938	"vulgar"	"Christie, Agatha"	"Appointment with death, a Poirot mystery."	"f"	"uk"	25	"Christie"
"umn.31951p001743923"	1938	1969	"elite"	"Beckett, Samuel"	"Murphy"	"m"	"uk"	0	"Beckett"
"uc1.$b87319"	1938	1939	"vulgar"	"Frankau, Gilbert"	"Royal regiment, | a novel of contemporary behaviours, | $c: by Gilbert Frankau."	"m"	"uk"	26	"Frankau"
"pst.000029700073"	1938	1938	"elite"	"Wright, Richard"	"Uncle Tom's Children"	"m"	"us"	5	"Wright"
"mdp.39015000551088"	1938	1938	"elite"	"O'Hara, John"	"Hope of Heaven"	"m"	"us"	14	"O'Hara"
"uc1.b3862825"	1938	1939	"vulgar"	"Forester, C. S. (Cecil Scott)"	"Ship of the line."	"m"	"uk"	21	"Forester"
"osu.32435064818560"	1938	1938	"vulgar"	"Dern, Peggy"	"Song in her heart / | $c: by Peggy Dern."	"f"	"us"	11	"Dern"
"mdp.39015008975917"	1938	1960	"elite"	"Durrell, Lawrence"	"The Black Book"	"m"	"uk"	1	"Durrell"
"mdp.39015004274232"	1939	1943	"elite"	"Joyce, James"	"Finnegan's Wake"	"m"	"ir"	8	"Joyce"
"mdp.39015066057277"	1939	1939	"vulgar"	"Herbst, Josephine"	"Rope of gold, | $c: by Josephine Herbst."	"f"	"us"	11	"Herbst"
"mdp.39015003930503"	1939	1939	"elite"	"Godden, Rumer"	"Black Narcissus"	"f"	"uk"	13	"Godden"
"mdp.39015000659055"	1939	1940	"elite"	"Llewellyn, Richard"	"How Green Was My Valley"	"m"	"uk"	6	"Llewellyn"
"mdp.39015003345124"	1939	1939	"elite"	"Faulkner, William"	"The Wild Palms"	"m"	"us"	30	"Faulkner"
"uc1.$b56389"	1939	1939	"vulgar"	"Cochran, Louis"	"Boss Man / | $c: by Louis Cochran."	"m"	"us"	1	"Cochran"
"uc1.$b87302"	1939	1939	"vulgar"	"Derleth, August William"	"Restless is the river / | $c: August Derleth."	"m"	"us"	21	"Derleth"
"uc1.$b105925"	1939	1939	"elite"	"Walpole, Hugh"	"The Sea Tower"	"m"	"uk"	106	"Walpole"
"mdp.39015019073140"	1939	1962	"elite"	"Heppenstall, Rayner"	"The Blaze of Noon"	"m"	"uk"	1	"Heppenstall"
"uc1.$b56415"	1940	1940	"vulgar"	"Corey, Paul"	"The road returns, | $c: by Paul Corey."	"m"	"us"	3	"Corey"
"pst.000044192167"	1940	1967	"elite"	"McCullers, Carson"	"The Heart is a Lonely Hunter"	"f"	"us"	3	"McCullers"
"mdp.39015012934694"	1940	1940	"vulgar"	"Sugrue, Thomas"	"Such is the kingdom / | $c: Thomas Sugrue."	"m"	"us"	2	"Sugrue"
"mdp.39015020720481"	1940	1940	"elite"	"Hemingway, Ernest"	"For Whom the Bell Tolls"	"m"	"us"	30	"Hemingway"
"mdp.39015000619067"	1940	1946	"elite"	"Greene, Graham"	"The Power and the Glory"	"m"	"uk"	51	"Greene"
"umn.31951002025646c"	1940	1941	"vulgar"	"Whitney, Janet"	"Jennifer,"	"f"	"us"	1	"Whitney"
"mdp.39015055278512"	1940	1940	"vulgar"	"Curran, Dale"	"Piano in the band | $c: [by] Dale Curran."	"m"	"us"	3	"Curran"
"umn.31951002082062h"	1940	1940	"vulgar"	"Frankland, Edward Percy"	"The bear of Britain."	"m"	"uk"	1	"Frankland"
"mdp.39015000543002"	1940	1940	"vulgar"	"Paul, Elliot"	"Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul."	"m"	"us"	9	"Paul"
"mdp.39015053608637"	1940	1940	"elite"	"Myers, L. H"	"The Pool of Vishnu"	"m"	"uk"	10	"Myers"
"uc1.$b301179"	1941	1941	"vulgar"	"Löhrke, Eugene"	"Night raid."	"m"	"uk"	2	"Löhrke"
"uc1.$b56674"	1941	1941	"elite"	"Hough, Frank O"	"The Neutral Ground"	"m"	"us"	3	"Hough"
"uc1.$b106208"	1941	1941	"elite"	"Maugham, W. Somerset"	"Up at the Villa"	"m"	"uk"	108	"Maugham"
