docid	author	title	inferreddate	latestcomp	firstpub	allcopiesofwork	copiesin25yrs	gender	nationality	earlyedition	lastname	imprint	norton	heath	nortonshort	mostdiscussed	preregistered	reviewed	contrast4reviewed	bestseller
uc1.32106002157912	Wouk, Herman	Marjorie Morningstar	1955	1955.0		3.0	3.0			True	Wouk	Garden City, N.Y.|Doubleday|1955.	False	False	False	False	False	False	False	True
mdp.39015040575493	Ludlum, Robert	The Matarese countdown	1997	1997.0		1.0	1.0			True	Ludlum	New York|Bantam Books|c1997.	False	False	False	False	False	False	False	True
inu.30000011770603	Egan, Pierce,	Tom & Jerry =	1870	1821.0	1821.0			m	uk		Egan		False	False	False	False	False	False	False	True
uc1.$b245139	Wharton, Edith	Twilight Sleep	1927	1927.0	1927.0	1.0	1.0	f	us	True	Wharton	New York|London|D. Appleton and company|1927.	False	False	False	False	False	True	False	True
uiuo.ark+=13960=t8jd54p32	Besant, Walter	Children of Gibeon	1886	1886.0	1886.0	6.0	6.0	m	uk	True	Besant	London;Chatto & Windus;1886.	False	False	False	False	False	True	False	False
njp.32101068176658	Douglas, Amanda Minnie	Hope mills;	1879	1879.0	1879.0	1.0	1.0	f	us	True	Douglas	Boston;Lee and Shepard;1879	False	False	False	False	False	True	False	False
mdp.39015063541273	Burnham, Clara Louise	The wise woman	1895	1895.0	1895.0	2.0	2.0	f	us	True	Burnham	Boston;New York;Houghton, Mifflin and company;1895.	False	False	False	False	False	False	True	False
uc2.ark+=13960=fk52f7k42g	Watson, William	The adventures of a blockade runner;	1892	1892.0	1892.0	2.0	2.0	m	us	True	Watson	London;T. F. Unwin;1892.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t58d0f39v	MacDonald, George	Malcolm	1875	1875.0	1875.0			m	uk		MacDonald	London;H.S. King & co.;1875.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t6tx36f8h	Wright, Harold Bell	The winning of Barbara Worth	1911	1911.0		4.0	4.0			True	Wright	Chicago;The Book supply company;1911	False	False	False	False	False	False	False	True
mdp.39015011017392	Halper, Albert	The Foundry	1934	1934.0	1934.0	3.0	3.0	m	us	True	Halper	New York|The Viking Press|1934.	False	False	False	False	False	True	False	False
umn.31951d001342781	Dreiser, Theodore	An American Tragedy	1926	1925.0	1925.0	12.0	6.0	m	us	True	Dreiser	New York|The Sun Dial Press|c1926	False	False	False	False	False	True	False	False
uc2.ark+=13960=t6tx36g8z	Harrison, Henry	Saint Teresa	1922	1922.0	1922.0			m	us		Harrison	Boston;New York;Houghton Mifflin company;1922.	False	False	False	False	False	True	False	False
nyp.33433074942545	Copping, Arthur E	Gotty and the guv'nor;	1908	1907.0	1907.0	1.0	1.0	m	uk	True	Copping	New York;M. Kennerley;1908	False	False	False	False	False	True	False	False
mdp.39015056732632	Buck, Pearl S	The Good Earth	1931	1931.0	1931.0	8.0	3.0	f	us	True	Buck	New York|The John Day company|c1931	False	False	False	False	False	True	False	False
mdp.39015003940973	Glasgow, Ellen Anderson Gholson,	The deliverance	1904	1904.0	1904.0						Glasgow	New York;Doubleday, Page & co.;1904.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t6154zd7b	Edwards, Amelia Ann Blanford	Half a million of money ;	1866	1866.0	1866.0	4.0	4.0	f	uk	True	Edwards	London;Tinsley;1866.	False	False	False	False	False	True	False	False
mdp.39015047643500	Janney, Russell	The miracle of the bells	1946	1946.0		2.0	2.0			True	Janney	New York|Prentice-Hall, Inc.|1946.	False	False	False	False	False	False	False	True
pst.000008245977	Morrow, Honoré	Great captain : | three 'Lincoln' novels ... Forever free, With malice toward none, the Last full measure / | $c: by Honoré Morrow.	1927	1927.0	1927.0	1.0	1.0	f	us	True	Morrow	New York|W. Morrow & Co.|c1927-1930].	False	False	False	False	False	False	True	False
nyp.33433075900567	Reade, Charles	It is never too late to mend	1856	1856.0	1856.0			m	uk		Reade	Boston|Ticknor and Fields|1856	False	False	False	False	False	True	False	True
mdp.39015050822546	Krantz, Judith	Till we meet again	1988	1988.0		1.0	1.0			True	Krantz	New York|Crown|c1988.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t0ht2v58x	Gowing, Aylmer	My only love;	1880	1880.0	1880.0	1.0	1.0	f	uk	True	Gowing	London;Remington;1880.	False	False	False	False	False	False	True	False
uc1.b3549031	Ward, Mary Augusta	Lady Rose's daughter; a novel	1903	1903.0		7.0	7.0			True	Ward	New York;London;Harper & Brothers;1903.	False	False	False	False	False	False	False	True
mdp.39015066409924	Wright, Richard	Native son	1993	1940.0	1940.0	1.0	1.0	m	us	False	Wright	Cutchogue, NY|Buccaneer Books|c1993.	False	False	False	True	True	False	False	False
pst.000033669212	Crane, Stephen	The open boat	1982	1900.0		1.0	1.0			False	Crane	Mankato, Minn.|Creative Education, Inc.|c1982.	True	True	False	False	False	False	False	False
njp.32101067643575	Conway, Hugh,	Called back	1884	1883.0	1883.0	1.0	1.0			True	Conway	Leipzig;B. Tauchnitz;1884.	False	False	False	False	False	False	False	True
hvd.hwp6zt	Scott, Walter,	Marmion	1835	1808.0	1808.0			m	uk		Scott		False	False	False	False	False	False	False	True
mdp.39015000543002	Paul, Elliot	Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul.	1940	1940.0	1940.0	1.0	1.0	m	us	True	Paul	New York|Random house|c1940	False	False	False	False	False	False	True	False
uc2.ark+=13960=t5r787t41	Richardson, Dorothy M	Backwater	1917	1917.0	1917.0	4.0	4.0	f	uk	True	Richardson	New York;Knopf;1917.	False	False	False	False	False	True	False	False
uc1.b251155	Harte, Bret	In the Carquinez woods	1883	1883.0	1883.0	5.0	3.0	m	us	True	Harte	London;Longmans, Green, and Co.;1883.	False	False	False	False	False	True	False	False
uc1.b4384858	L'Amour, Louis	The lonesome gods	1983	1983.0		1.0	1.0			True	L'Amour	New York, N.Y.|Bantam Books|1983.	False	False	False	False	False	False	False	True
uc1.32106002137674	Porter, Katherine Anne	The Leaning Tower	1944	1944.0	1944.0			f	us		Porter	New York|Harcourt, Brace and Company|1944	False	False	False	False	False	True	False	False
nyp.33433075768618	Williamson, C. N	The lightning conductor	1903	1902.0	1902.0	2.0	2.0	m	uk	True	Williamson	New York;Holt;1903.	False	False	False	False	False	True	False	False
nnc1.cr60162589	Paull, M. A	My parish and what happened in it / Mary Anna (Paull) Ripley	1872	1872.0	1872.0	1.0	1.0	f	uk	True	Paull	Glasgow;John S. Marr & Sons;1872] .	False	False	False	False	False	False	True	False
uc2.ark+=13960=t1ng4rz6v	Chatterji, Bankim Chandra	The poison tree;	1884	1884.0	1884.0			m	bengali		Chatterji	London;T. Fisher Unwin;1884.	False	False	False	False	False	False	True	False
mdp.39015016894654	O'Flaherty, Liam	The Assassin	1928	1928.0	1928.0	5.0	3.0	m	uk	True	O'Flaherty	New York|Harcourt, Brace|1928.	False	False	False	False	False	True	False	False
uc1.$b74556	Baum, Vicki	Grand hotel;	1931	1931.0		3.0	3.0			True	Baum	Garden City, N.Y.|Doubleday, Doran & company, inc.|1931.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t1fj2v76r	Gibson, Charles B	The last earl of Desmond	1854	1854.0	1854.0	2.0	2.0	m	uk	True	Gibson	Dublin;Hodges and Smith;1854.	False	False	False	False	False	True	False	False
nyp.33433075732614	Sawyer, Caroline M	The merchant's widow	1862	1862.0	1862.0			f	us		Sawyer	New York;H. Lyon;1862.	False	False	False	False	False	False	True	False
mdp.39015026963218	Sagan, Françoise	Bonjour tristesse	1955	1955.0		4.0	4.0			True	Sagan	New York|Dutton|1955.	False	False	False	False	False	False	False	True
mdp.39015024078910	Gallico, Paul	Mrs. 'Arris goes to Paris	1958	1958.0		1.0	1.0			True	Gallico	Garden City, N.Y.|Doubleday|1958.	False	False	False	False	False	False	False	True
uc1.$b245247	(Henry Major), Tomlinson, H. M	All our yesterdays /	1930	1930.0	1930.0			m	uk		Henry	London|Heinemann|1930.	False	False	False	False	False	False	True	False
mdp.39015002176801	Hammett, Dashiell	The Thin Man	1934	1934.0	1934.0	1.0	1.0	m	us	True	Hammett	New York|A.A. Knopf|1934.	False	False	False	False	False	True	False	False
hvd.32044097914220	Cooper, James Fenimore,	The spy	1824	1821.0	1821.0	11.0	5.0	m	us	True	Cooper	New York;Charles Wiley;1824.	False	False	False	False	False	False	False	True
uc1.b3295221	Street, James H. (James Howell)	In my father's house, | $c: by James Street.	1941	1941.0	1941.0	1.0	1.0	m	us	True	Street	New York|The Dial press|1941.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t8gf1c956	Norris, W. E	A bachelor's blunder	1886	1886.0	1886.0	5.0	5.0	m	uk	True	Norris	London;Bentley;1886.	False	False	False	False	False	True	False	False
hvd.hwkly1	Byron, George Gordon Byron,	The Corsair; a tale	1815	1814.0	1814.0						Byron		False	False	False	False	False	False	False	True
mdp.39015017687289	Hughes, Richard Arthur Warren	A high wind in Jamaica | $c: [by] Richard Hughes.	1929	1929.0	1929.0	4.0	1.0	m	uk	True	Hughes	London|Chatto & Windus|1929.	False	False	False	False	False	False	True	False
nyp.33433074943634	Austen, Jane	Pride and Prejudice	1853	1813.0	1813.0	36.0	1.0	f	uk	False	Austen	London;R. Bentley;1853.	False	False	False	False	True	False	False	False
mdp.39015047106227	Roberts, Kenneth Lewis	Boon Island	1956	1955.0		2.0	2.0			True	Roberts	Garden City, N. Y.|Doubleday|1956 [c1955	False	False	False	False	False	False	False	True
mdp.39015062494060	Winsor, Kathleen	Star money	1950	1950.0		1.0	1.0			True	Winsor	New York|Appleton-Century-Crofts|c1950.	False	False	False	False	False	False	False	True
uc1.b3325282	Warren, Samuel,	Ten thousand a year	1841	1841.0	1841.0			m			Warren	Edinburgh;London;William Blackwood and sons;1841.	False	False	False	False	False	False	False	True
njp.32101065600601	Whittlesey, Elsie Leigh	The hemlock swamp	1873	1873.0	1873.0	1.0	1.0	f	us	True	Whittlesey	Philadelphia;Claxton, Remsen & Haffelfinger;1873.	False	False	False	False	False	False	True	False
mdp.39015063918257	Fletcher, J. S. (Joseph Smith)	The mill of many windows, | $c: by J. S. Fletcher.	1924	1924.0	1924.0	2.0	2.0	m	uk	True	Fletcher	New York|Grosset & Dunlap|c1925	False	False	False	False	False	False	True	False
uc2.ark:/13960/t10p0ww49	Hawthorne, Nathaniel,	The scarlet letter	1866	1850.0	1850.0			m	us		Hawthorne		False	False	False	True	False	False	False	True
mdp.39015014365145	Woolf, Virginia	Night and Day	1919	1919.0	1919.0			f	uk		Woolf	New York;George H. Doran company;c1920	False	False	False	False	False	True	False	False
nyp.33433074871488	Bennett, Emerson	The trapper's bride; or, Spirit of adventure	1860	1860.0	1860.0	1.0	1.0	m	us	True	Bennett	London;New York;A. Strahan;1866.	False	False	False	False	False	False	True	False
nyp.33433075767198	Whishaw, Frederick	A boyar of the Terrible;	1896	1896.0	1896.0	2.0	2.0	m	uk	True	Whishaw	New York [etc.;Longmans, Green, and co.;1896.	False	False	False	False	False	False	True	False
njp.32101042000354	Irving, John Treat	Harry Harson, or, The benevolent bachelor	1853	1853.0	1853.0			m	us		Irving	New York;Samuel Hueston;1853.	False	False	False	False	False	False	True	False
inu.30000011770421	Parker, Gilbert,	The weavers	1907	1907.0	1907.0						Parker	London;Heinemann;1907.	False	False	False	False	False	False	False	True
uc1.32106002182373	Oates, Joyce Carol	Where are you going, where have you been? Stories of young America	1974	1974.0		3.0	3.0			True	Oates	Greenwich, Conn.|Fawcett Publications|1974	False	True	False	False	False	False	False	False
uiuo.ark+=13960=t5h99sh0k	Walford, Lucy Bethia	Troublesome daughters	1880	1880.0	1880.0	4.0	4.0	f	uk	True	Walford	Edinburgh;London;William Blackwood and Sons;1880.	False	False	False	False	False	True	False	False
mdp.39015013000289	Deeping, Warwick	Roper's row	1929	1929.0		2.0	2.0			True	Deeping	New York|A. A. Knopf|1929.	False	False	False	False	False	False	False	True
osu.32435058019928	Mowery, William Byron	Challenge of the north / | $c: William Byron Mowery.	1934	1934.0	1934.0	1.0	1.0	m	us	True	Mowery	New York|A.L. Burt Company|c1934.	False	False	False	False	False	False	True	False
mdp.39015003942086	Goudge, Elizabeth	Pilgrim's inn	1948	1948.0		1.0	1.0			True	Goudge	New York|Coward-McCann|1948	False	False	False	False	False	False	False	True
mdp.39015066057715	Lewis, Sinclair	Kingsblood royal	1947	1947.0		6.0	5.0			True	Lewis	New York|Random House|1947.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t1bk1865t	McCutcheon, George Barr	The Prince of Graustark	1914	1914.0		1.0	1.0			True	McCutcheon	New York;Grosset and Dunlap;1914.	False	False	False	False	False	False	False	True
uc1.32106000245693	Kang, Younghill	East goes west	1937	1937.0		2.0	1.0			True	Kang	New York|C. Scribner's sons|1937.	False	True	False	False	False	False	False	False
uc2.ark+=13960=t72v2dq8z	Elliott, Maud Howe	Two in Italy	1905	1905.0	1905.0	2.0	2.0	f	us	True	Elliott	Boston;Little, Brown, and Company;1905.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t3zs2n00v	Grimm, George	Pluck	1904	1904.0	1904.0	1.0	1.0	m	us	True	Grimm	Milwaukee, Wis.;Germania Publishing Co.;c1904	False	False	False	False	False	False	True	False
uva.x030765011	Poynter, E. Frances	My little lady	1873	1871.0	1871.0			f	uk		Poynter	New York;Holt & Williams;1873.	False	False	False	False	False	True	False	False
mdp.39015014776887	Du Maurier, Daphne	The King's general	1946	1946.0		3.0	3.0			True	Du	Garden City, New York|Doubleday & Company Inc.|1946.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t07w67c6x	Burdett, Charles	Three per cent. a month;	1859	1859.0	1859.0			m	us		Burdett	Philadelphia;G. G. Evans;1859.	False	False	False	False	False	False	True	False
uc1.b3123856	Houstoun	Sink or swim?	1868	1868.0	1868.0	3.0	3.0	f	uk	True	Houstoun	London;Tinsley brothers;1868.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t7tm7tp6t	Praed, Campbell	An Australian heroine	1880	1880.0	1880.0	6.0	6.0	f	au	True	Praed	London;Chapman and Hall;1880.	False	False	False	False	False	False	True	False
mdp.39015063919248	Harland, Henry	The lady paramount	1902	1902.0	1902.0			m	us		Harland	London;New York;J. Lane;1902.	False	False	False	False	False	True	False	False
mdp.39015024078944	Styron, William	The confessions of Nat Turner	1967	1967.0		6.0	6.0			True	Styron	New York|Random House|1967	False	False	False	False	False	False	False	True
wu.89098985260	Swinnerton, Frank	Coquette	1921	1921.0	1921.0			m	uk		Swinnerton		False	False	False	False	False	True	False	False
uc2.ark+=13960=t4gm83h3w	Oyen, Henry	Twisted trails	1921	1921.0	1921.0	2.0	2.0	m	us	True	Oyen	New York;George H. Doran company;c1921	False	False	False	False	False	False	True	False
uc2.ark+=13960=t1pg1vn1t	Lorimer, George Horace	Letters from a self-made merchant to his son	1902	1902.0	1902.0			m	us		Lorimer		False	False	False	False	False	False	True	False
mdp.49015000550633	Tarkington, Booth	Seventeen	1916	1916.0		3.0	1.0			True	Tarkington	New York;Grosset & Dunlap;c1916.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t2794143s	Burroughs, Edgar Rice	A princess of Mars	1917	1917.0	1917.0	4.0	1.0	m	us	True	Burroughs	New York;Grosset & Dunlap;1917	False	False	False	False	False	False	True	False
nyp.33433074881081	Marshall, Archibald	The Hall and the Grange	1921	1921.0	1921.0			m	uk		Marshall	New York;Dodd, Mead and company;1921.	False	False	False	False	False	True	False	False
njp.32101066696376	[Anderson, I. H.]	Patriotism at home;	1866	1866.0	1866.0	2.0	2.0			True	Anderson	Boston;William V. Spencer;1866.	False	False	False	False	False	False	True	False
mdp.39015000613409	Smith, Betty	A Tree Grows in Brooklyn	1943	1943.0	1943.0	2.0	2.0	f	us	True	Smith	New York|London|Harper & Brothers|1943.	False	False	False	False	False	True	False	True
mdp.39015008981394	Hardy, Thomas,	The return of the native	1895	1878.0	1878.0	34.0	10.0	m	uk	True	Hardy	New York;Harper & brothers;1895.	False	False	False	False	False	False	False	True
mdp.39015032129218	Remarque, Erich Maria	Arch of triumph	1945	1945.0		3.0	3.0			True	Remarque	New York|London|D. Appleton-Century company, inc.|1945	False	False	False	False	False	False	False	True
uc1.b4104262	Freeman, Mary Eleanor Wilkins	Jerome, a poor man;	1897	1897.0	1897.0	2.0	2.0	f	us	True	Freeman	New York;London;Harper & brothers;1897.	False	False	False	False	False	False	True	False
mdp.39015063753530	Atherton, Gertrude Franklin Horn	Before the Gringo came	1894	1894.0	1894.0			f	us		Atherton	New York;J. Selwin Tait & sons;c1894	False	False	False	False	False	False	True	False
nyp.33433074920640	Ayres, Ruby M. (Ruby Mildred)	The marriage of Barry Wicklow	1921	1921.0	1921.0	1.0	1.0	f	uk	True	Ayres	New York;W.J. Watt & Company;c1921	False	False	False	False	False	False	True	False
uc1.$b105642	Spring, Howard	My son, my son!	1938	1938.0		2.0	2.0			True	Spring	New York|Viking Press|1938.	False	False	False	False	False	False	False	True
loc.ark+=13960=t2h718d7v	Lynn, Margaret	A stepdaughter of the prairie	1914	1914.0	1914.0	2.0	2.0	f	us	True	Lynn	New York;Macmillan company;1914.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t3610z94c	Connolly, James B	Out of Gloucester	1908	1902.0	1902.0	1.0	1.0	m	us	True	Connolly	New York;Charles Scribner's Sons;1908.	False	False	False	False	False	True	False	False
wu.89099776841	Craik, Dinah Maria Mulock	Young Mrs. Jardine	1878	1878.0	1878.0	4.0	3.0	f	uk	True	Craik	New York;Harper & Brothers;1879, c 1878.	False	False	False	False	False	True	False	False
uc1.$b105925	Walpole, Hugh	The Sea Tower	1939	1939.0	1939.0			m	uk		Walpole	New York|Doubleday, Doran and Company, inc.|1939.	False	False	False	False	False	True	False	False
pst.000061006225	Uris, Leon	Mila 18	1961	1961.0		3.0	3.0			True	Uris	New York|Bantam|1983, c1961.	False	False	False	False	False	False	False	True
mdp.39015011402230	Fox, John,	The trail of the lonesome pine	1908	1908.0	1908.0	8.0	6.0			True	Fox	New York;C. Scribner's sons;1908.	False	False	False	False	False	False	False	True
nyp.33433084128267	Riddell, J. H	Maxwell Drewitt	1866	1866.0	1866.0	2.0	1.0	f	uk	True	Riddell	New York;Harper;1866.	False	False	False	False	False	True	False	False
uc1.b3687211	Bromfield, Louis	The strange case of Miss Annie Spragg	1928	1928.0		3.0	3.0			True	Bromfield	New York|Grosset & Dunlap|1928.	False	False	False	False	False	False	False	True
mdp.39015063753738	Atherton, Gertrude Franklin Horn	Black oxen	1923	1923.0		4.0	4.0			True	Atherton	New York|A. L. Burt company|c1923	False	False	False	False	False	False	False	True
mdp.39015003670778	Doctorow, E. L	Loon lake	1980	1980.0		1.0	1.0			True	Doctorow	New York|Random House|c1980.	False	False	False	False	False	False	False	True
mdp.39015022391133	Somerville, E. Œ	Some experiences of an Irish R. M	1902	1902.0	1902.0	11.0	9.0	f	ir	True	Somerville	London;New York [etc.;Longmans, Green, & co.;1902.	False	False	False	False	False	True	False	False
mdp.39015000544224	Paton, Alan	Cry, The Beloved Country	1948	1948.0	1948.0	5.0	3.0	m	za	True	Paton	New York [N.Y.|Charles Scribner's Sons|1948.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t9x060q9p	Bibesco, Elizabeth	I Have Only Myself to Blame	1921	1921.0	1921.0	3.0	3.0	f	uk	True	Bibesco	New York;George H. Doran company;c1921	False	False	False	False	False	True	False	False
